DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,GETHOM,GETMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,OCUHOM,OCUMUJ
Guatemala,Guatemala,Septiembre,2012.0,12.0,Septiembre,Guatemala,Guatemala,28.0,23.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Primaria,Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes,Oficios domésticos no remunerados
Chiquimula,Chiquimula,Agosto,2012.0,14.0,Mayo,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Supervisores de la construcción,Oficios domésticos no remunerados
Guatemala,Guatemala,Mayo,2012.0,15.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en control de procesos no clasificados bajo otros epígrafes,Oficios domésticos no remunerados
Escuintla,Escuintla,Octubre,2012.0,15.0,Junio,Escuintla,Escuintla,61.0,45.0,No indigena,Ignorado,Guatemala,Guatemala,Diversificado,Primaria,Profesionales de nivel medio de enfermería,Oficios domésticos no remunerados
Retalhuleu,Retalhuleu,Marzo,2012.0,9.0,Enero,Retalhuleu,Retalhuleu,29.0,20.0,Ignorado,No indigena,Guatemala,Guatemala,Ignorado,Primaria,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Oficios domésticos no remunerados
Quetzaltenango,Colomba,Enero,2013.0,18.0,Octubre,Quetzaltenango,Coatepeque,23.0,20.0,No indigena,Ignorado,Guatemala,Guatemala,Diversificado,Ninguna,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Oficios domésticos no remunerados
Escuintla,Iztapa,Julio,2012.0,7.0,Mayo,Escuintla,Iztapa,29.0,24.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Básico,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Oficios domésticos no remunerados
Guatemala,Villa Nueva,Diciembre,2012.0,31.0,Octubre,Guatemala,Villa Nueva,29.0,28.0,No indigena,No indigena,Guatemala,Guatemala,Universitario,Básico,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Oficios domésticos no remunerados
Zacapa,Río Hondo,Marzo,2012.0,21.0,Febrero,Zacapa,Zacapa,Ignorado,Ignorado,No indigena,No indigena,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",Oficios domésticos no remunerados
Chimaltenango,Zaragoza,Diciembre,2012.0,18.0,Septiembre,Chimaltenango,Chimaltenango,24.0,20.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Básico,Trabajadores y asistentes sociales de nivel medio,Oficios domésticos no remunerados
Baja Verapaz,Cubulco,Septiembre,2012.0,23.0,Julio,Baja Verapaz,Salamá,39.0,35.0,Indigena,Indigena,Guatemala,Guatemala,Diversificado,Ninguna,Trabajadores y asistentes sociales de nivel medio,Oficios domésticos no remunerados
Jutiapa,Jutiapa,Diciembre,2012.0,4.0,Octubre,Jutiapa,Jutiapa,40.0,38.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Primaria,Trabajadores y asistentes sociales de nivel medio,Oficios domésticos no remunerados
Jutiapa,Asunción Mita,Junio,2012.0,12.0,Abril,Jutiapa,Jutiapa,52.0,46.0,No indigena,No indigena,Guatemala,Guatemala,Diversificado,Ninguna,Trabajadores y asistentes sociales de nivel medio,Oficios domésticos no remunerados
Guatemala,Guatemala,Septiembre,2012.0,11.0,Abril,Guatemala,Guatemala,Ignorado,27.0,Ignorado,Ignorado,Guatemala,Estados Unidos de América,Ignorado,Diversificado,Trabajadores y asistentes sociales de nivel medio,Oficios domésticos no remunerados
Chiquimula,Ipala,Abril,2012.0,15.0,Febrero,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Fotógrafos,Oficios domésticos no remunerados
Suchitepequez,Mazatenango,Septiembre,2012.0,17.0,Mayo,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Técnicos en redes y sistemas de computadores,Oficios domésticos no remunerados
Peten,La Libertad,Febrero,2013.0,13.0,Diciembre,Peten,La Libertad,62.0,Ignorado,No indigena,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Técnicos en redes y sistemas de computadores,Oficios domésticos no remunerados
Guatemala,Guatemala,Diciembre,2012.0,28.0,Septiembre,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos en redes y sistemas de computadores,Oficios domésticos no remunerados
Guatemala,Guatemala,Noviembre,2012.0,10.0,Septiembre,Guatemala,Guatemala,65.0,69.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Operadores de máquinas de procesamiento de texto y mecanógrafos,Oficios domésticos no remunerados
Escuintla,San José,Septiembre,2012.0,31.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Operadores de máquinas de procesamiento de texto y mecanógrafos,Oficios domésticos no remunerados
